# clock,collected_food
1000,0,
2000,2,
3000,4,
4000,5,
5000,6,
6000,8,
7000,9,
8000,11,
9000,11,
10000,13,
11000,15,
12000,16,
13000,16,
14000,18,
15000,21,
16000,22,
17000,23,
18000,24,
19000,25,
20000,25,
21000,26,
22000,28,
23000,29,
24000,31,
25000,34,
26000,39,
27000,41,
28000,43,
29000,45,
30000,46,
31000,47,
32000,48,
33000,51,
34000,53,
35000,55,
36000,56,
37000,58,
38000,58,
39000,59,
40000,60,
41000,63,
42000,66,
43000,66,
44000,67,
45000,68,
46000,69,
47000,69,
48000,70,
49000,73,
50000,74,
51000,74,
52000,76,
53000,80,
54000,80,
55000,80,
56000,80,
57000,82,
58000,84,
59000,86,
60000,88,
61000,92,
62000,94,
63000,95,
64000,95,
65000,99,
66000,100,
67000,101,
68000,102,
69000,103,
70000,106,
71000,109,
72000,109,
73000,110,
74000,110,
75000,111,
76000,113,
77000,113,
78000,117,
79000,120,
80000,122,
81000,123,
82000,124,
83000,127,
84000,130,
85000,133,
86000,136,
87000,138,
88000,140,
89000,142,
90000,142,
91000,144,
92000,147,
93000,149,
94000,151,
95000,152,
96000,154,
97000,155,
98000,158,
99000,160,
100000,161,
